"date","temp_station","vel_station","dir_station","pres_station","hr_station","temp_era5","vel_era5","dir_era5","pres_era5","hr_era5","season"
2013-03-25 03:00:00,-0.4,7.3,52,997.4,79,0.553000000000023,12.0467012348323,228.012787504183,1011.55688682228,86.2846381004972,"MAM"
2013-03-25 06:00:00,1.2,7.7,78,994.5,72,0.553000000000023,12.0467012348323,221.987212495817,1009.31688682228,92.9148103656039,"MAM"
2013-03-25 09:00:00,3.3,8.3,65,990.9,73,1.55300000000002,12.0467012348323,221.987212495817,1006.80455390352,92.9648461245411,"MAM"
2013-03-25 12:00:00,2.5,8.7,59,988.3,77,1.55300000000002,12.0467012348323,228.012787504183,1003.23455390352,92.9648461245411,"MAM"
2013-03-25 15:00:00,2.4,7.6,55,985.3,79,2.55300000000002,11.6749038608609,237.528807709152,999.843113925768,93.0143605506059,"MAM"
2013-03-25 18:00:00,2.3,7.9,26,983.3,85,2.55300000000002,6.3316055988134,278.130102354156,997.803113925768,100,"MAM"
2013-03-25 21:00:00,2.3,1.6,331,984.1,89,3.55300000000002,8.81890611982658,336.037511025422,998.402557147856,93.063360761373,"MAM"
2013-03-26 00:00:00,2.6,4.8,16,983.7,82,2.55300000000002,5.4466530823621,279.462322208026,998.403113925768,93.0143605506059,"MAM"
2013-03-26 03:00:00,3.3,3.2,52,982,88,3.55300000000002,8.81890611982658,293.962488974578,996.912557147856,93.063360761373,"MAM"
2013-03-26 06:00:00,2.4,7,13,980.6,90,3.55300000000002,5.06528447905072,315,995.972557147856,100,"MAM"
2013-03-26 09:00:00,4.2,1.3,54,979.2,86,2.55300000000002,3.69192876638141,284.036243467926,994.533113925768,100,"MAM"
2013-03-26 12:00:00,2.6,0,287,978.1,92,2.55300000000002,0.895424250943933,270,993.343113925768,100,"MAM"
2013-03-26 15:00:00,2.7,0.7,183,978.1,91,2.55300000000002,2.53264223952536,45,993.453113925768,100,"MAM"
2013-03-26 18:00:00,2,5.4,163,977.8,94,2.55300000000002,6.3316055988134,45,993.943113925768,100,"MAM"
2013-03-26 21:00:00,1.2,5.2,205,979.6,92,2.55300000000002,6.00668848143739,63.434948822922,994.623113925768,100,"MAM"
2013-03-27 00:00:00,1,2.6,196,981.9,93,2.55300000000002,8.25540368971577,40.6012946450045,996.353113925768,93.0143605506059,"MAM"
2013-03-27 03:00:00,1.1,3.9,189,983.5,92,2.55300000000002,9.21895690698906,29.0546040990771,997.783113925768,93.0143605506059,"MAM"
2013-03-27 06:00:00,0.9,1.3,179,985,93,2.55300000000002,8.81890611982658,23.9624889745782,999.513113925768,93.0143605506059,"MAM"
2013-03-27 09:00:00,0.3,1.6,165,986.6,96,2.55300000000002,8.81890611982658,23.9624889745782,1000.69311392577,93.0143605506059,"MAM"
2013-03-27 12:00:00,0.5,0.4,246,988.3,96,2.55300000000002,8.81890611982658,23.9624889745782,1002.21311392577,93.0143605506059,"MAM"
2013-03-27 15:00:00,0.6,1.5,194,990.1,94,2.55300000000002,8.81890611982658,23.9624889745782,1004.22311392577,93.0143605506059,"MAM"
2013-03-27 18:00:00,0.9,0.7,172,991.5,94,2.55300000000002,7.6505081537131,20.5560452195835,1005.64311392577,93.0143605506059,"MAM"
2013-03-27 21:00:00,2.4,0.1,159,992.3,84,1.55300000000002,6.51878694439852,15.9453959009229,1007.06455390352,100,"MAM"
2013-03-28 00:00:00,1.7,1.3,225,992.3,87,1.55300000000002,5.4466530823621,350.537677791974,1007.29455390352,100,"MAM"
2013-03-28 03:00:00,-0.3,1.5,50,992.1,92,1.55300000000002,3.79896335928804,315,1006.59455390352,92.9648461245411,"MAM"
2013-03-28 06:00:00,-0.6,1,68,990.6,93,1.55300000000002,4.47712125471966,270,1005.25455390352,100,"MAM"
2013-03-28 09:00:00,2.9,3.6,64,988.1,79,1.55300000000002,6.45699610014457,236.30993247402,1003.74455390352,100,"MAM"
2013-03-28 12:00:00,3.3,4,42,986.1,78,1.55300000000002,8.95424250943933,216.869897645844,1001.32455390352,100,"MAM"
2013-03-28 15:00:00,4.3,6.2,77,984.3,69,1.55300000000002,9.21895690698906,209.054604099077,999.604553903518,100,"MAM"
2013-03-28 18:00:00,5.5,4.5,85,982.9,71,1.55300000000002,9.21895690698906,209.054604099077,998.124553903518,100,"MAM"
2013-03-28 21:00:00,4.3,5.5,69,982.6,72,1.55300000000002,7.21914110518714,209.744881296942,997.994553903518,100,"MAM"
2013-03-29 00:00:00,3.1,5,89,982.8,71,1.55300000000002,5.66316021026601,198.434948822922,998.344553903518,100,"MAM"
2013-03-29 03:00:00,2.5,3.8,96,983.3,76,1.55300000000002,7.21914110518714,172.874983651098,998.904553903518,92.9648461245411,"MAM"
2013-03-29 06:00:00,1.3,1.9,221,984.3,82,-0.446999999999977,10.8933061647242,170.537677791974,1000.26012256701,92.8642460346009,"MAM"
2013-03-29 09:00:00,-0.1,2.5,125,984.8,78,-1.44699999999998,10.7450910113272,180,1001.17427116911,92.8131457682637,"MAM"
