"date","temp_station","vel_station","dir_station","pres_station","temp_era5","vel_era5","dir_era5","pres_era5","season"
2013-01-21 06:00:00,2,13.3333333333333,270,990.8,3.30600000000002,8.25540368971577,347.471192290848,1001.04157557679,"DJF"
2013-01-21 09:00:00,1.8,11.3888888888889,270,991.7,2.30600000000002,8.05881825849539,0,1000.9146470205,"DJF"
2013-01-21 12:00:00,2.2,12.2222222222222,270,992.2,3.30600000000002,8.05881825849539,0,1001.37157557679,"DJF"
2013-01-21 15:00:00,3.4,12.2222222222222,270,993.4,3.30600000000002,8.10841145432552,353.65980825409,1001.95157557679,"DJF"
2013-01-21 18:00:00,1.6,9.16666666666667,270,994,3.30600000000002,8.05881825849539,0,1002.70157557679,"DJF"
2013-01-21 21:00:00,2.2,7.22222222222222,270,993.8,3.30600000000002,8.05881825849539,0,1003.48157557679,"DJF"
2013-01-22 00:00:00,1.6,8.33333333333333,270,994.2,2.30600000000002,7.16339400755146,0,1003.6646470205,"DJF"
2013-01-22 03:00:00,1,14.4444444444444,270,994.4,2.30600000000002,7.21914110518714,352.874983651098,1003.4046470205,"DJF"
2013-01-22 06:00:00,1.8,6.11111111111111,270,993.6,2.30600000000002,7.38385753276282,345.963756532074,1003.6146470205,"DJF"
2013-01-22 09:00:00,4.6,7.22222222222222,270,992,2.30600000000002,6.00668848143739,333.434948822922,1003.3946470205,"DJF"
2013-01-22 12:00:00,4.6,5.27777777777778,270,990,2.30600000000002,5.73351272400425,321.34019174591,1001.9446470205,"DJF"
2013-01-22 15:00:00,4.4,0,0,988,2.30600000000002,6.00668848143739,296.565051177078,999.954647020504,"DJF"
2013-01-22 18:00:00,3.4,3.05555555555556,230,988.6,2.30600000000002,4.82200716363804,291.801409486352,998.264647020504,"DJF"
2013-01-22 21:00:00,0.8,7.22222222222222,90,990.5,1.30600000000002,3.58169700377573,0,998.698473566366,"DJF"
2013-01-23 00:00:00,1,5.27777777777778,90,991.7,1.30600000000002,2.53264223952536,45,999.578473566366,"DJF"
2013-01-23 03:00:00,1.4,4.16666666666667,360,992,1.30600000000002,1.26632111976268,135,1000.34847356637,"DJF"
2013-01-23 06:00:00,1.2,4.16666666666667,360,992.8,1.30600000000002,3.58169700377573,180,1000.96847356637,"DJF"
2013-01-23 09:00:00,1.4,5.27777777777778,90,993.8,1.30600000000002,5.4466530823621,189.462322208026,1002.14847356637,"DJF"
2013-01-23 12:00:00,1,6.11111111111111,70,994.6,1.30600000000002,5.4466530823621,189.462322208026,1002.88847356637,"DJF"
2013-01-23 15:00:00,1.4,6.11111111111111,90,996.4,1.30600000000002,4.56578572850731,191.30993247402,1003.79847356637,"DJF"
2013-01-23 18:00:00,3.2,1.94444444444444,90,997.2,1.30600000000002,1.79084850188787,180,1005.52847356637,"DJF"
2013-01-23 21:00:00,2.2,3.05555555555556,180,997.8,1.30600000000002,0.895424250943933,90,1006.71847356637,"DJF"
2013-01-24 00:00:00,1,6.11111111111111,270,997.4,-0.693999999999977,1.79084850188787,0,1007.2184254008,"DJF"
2013-01-24 03:00:00,0,12.2222222222222,270,995.8,0.306000000000023,5.66316021026601,341.565051177078,1007.01306354271,"DJF"
2013-01-24 06:00:00,0.4,12.2222222222222,270,993,0.306000000000023,8.49474031539901,341.565051177078,1004.99306354271,"DJF"
2013-01-24 09:00:00,1.8,8.33333333333333,270,990.2,1.30600000000002,8.10841145432552,353.65980825409,1002.61847356637,"DJF"
2013-01-24 12:00:00,1.4,10.2777777777778,270,987.4,1.30600000000002,10.0111474690623,10.304846468766,1000.32847356637,"DJF"
2013-01-24 15:00:00,1.2,12.2222222222222,270,983,1.30600000000002,9.89028411522021,5.19442890773481,996.818473566366,"DJF"
2013-01-24 18:00:00,1,9.16666666666667,270,977,1.30600000000002,9.89028411522021,354.805571092265,992.698473566366,"DJF"
2013-01-24 21:00:00,1,5.27777777777778,250,975,1.30600000000002,7.38385753276282,345.963756532074,986.928473566366,"DJF"
2013-01-25 00:00:00,1.2,3.05555555555556,90,977.6,1.30600000000002,6.81934792867714,66.8014094863518,984.528473566366,"DJF"
2013-01-25 03:00:00,0.8,3.05555555555556,90,980.1,1.30600000000002,8.10841145432552,96.3401917459099,986.388473566366,"DJF"
2013-01-25 06:00:00,0,3.05555555555556,90,982.6,2.30600000000002,8.95424250943933,90,989.224647020504,"DJF"
2013-01-25 09:00:00,0.2,3.05555555555556,90,984.9,1.30600000000002,8.25540368971577,102.528807709152,992.208473566366,"DJF"
2013-01-25 12:00:00,0.4,6.11111111111111,90,986.5,-0.693999999999977,6.99348696573381,129.805571092265,994.358425400804,"DJF"
2013-01-25 15:00:00,0,6.11111111111111,70,988.2,-0.693999999999977,5.73351272400425,128.65980825409,996.018425400804,"DJF"
2013-01-25 18:00:00,-1,4.16666666666667,70,989.8,-1.69399999999998,3.79896335928804,135,997.594567717104,"DJF"
2013-01-25 21:00:00,-1.2,4.16666666666667,360,990.6,-1.69399999999998,2.831580105133,161.565051177078,998.804567717104,"DJF"
2013-01-26 00:00:00,-1.2,5.27777777777778,360,991.2,-1.69399999999998,0.895424250943933,180,999.884567717104,"DJF"
2013-01-26 03:00:00,-1,1.94444444444444,360,991.4,-2.69399999999998,2.6862727528318,270,1001.11149919561,"DJF"
2013-01-26 06:00:00,-1,1.94444444444444,320,991.7,-1.69399999999998,4.00445898762493,296.565051177078,1000.9745677171,"DJF"
2013-01-26 09:00:00,0.4,8.33333333333333,270,991.7,-0.693999999999977,5.22117573273196,300.963756532073,1001.0084254008,"DJF"
2013-01-26 12:00:00,1.4,7.22222222222222,270,991,0.306000000000023,3.58169700377573,0,1000.95306354271,"DJF"
2013-01-26 15:00:00,2,5.27777777777778,270,990.8,1.30600000000002,4.00445898762493,26.565051177078,1000.56847356637,"DJF"
2013-01-26 18:00:00,2.8,3.05555555555556,270,990.8,1.30600000000002,4.00445898762493,26.565051177078,1000.54847356637,"DJF"
2013-01-26 21:00:00,1.3,0,0,991.4,1.30600000000002,3.79896335928804,45,1000.42847356637,"DJF"
2013-01-27 00:00:00,-1.4,1.94444444444444,90,991.2,0.306000000000023,1.26632111976268,45,1000.62306354271,"DJF"
2013-01-27 03:00:00,-0.6,3.05555555555556,50,990.2,-2.69399999999998,2.831580105133,198.434948822922,1000.58149919561,"DJF"
2013-01-27 06:00:00,0.2,7.22222222222222,360,988.6,-0.693999999999977,5.73351272400425,231.34019174591,999.828425400804,"DJF"
2013-01-27 09:00:00,1.2,5.27777777777778,360,986.2,0.306000000000023,8.95424250943933,233.130102354156,998.243063542713,"DJF"
2013-01-27 12:00:00,0.4,10.2777777777778,20,983.6,0.306000000000023,10.0111474690623,243.434948822922,996.313063542713,"DJF"
2013-01-27 15:00:00,2.2,19.4444444444444,360,979.7,0.306000000000023,11.2196337061878,241.389540334035,994.433063542713,"DJF"
2013-01-27 18:00:00,4.4,19.4444444444444,320,977.4,1.30600000000002,12.0133769628748,243.434948822922,992.058473566366,"DJF"
2013-01-27 21:00:00,6,3.05555555555556,90,976.2,1.30600000000002,9.64401432727608,248.198590513648,989.198473566366,"DJF"
2013-01-28 00:00:00,4.6,0,0,974.9,2.30600000000002,8.49474031539901,251.565051177078,986.894647020504,"DJF"
2013-01-28 03:00:00,4,1.94444444444444,90,973.7,2.30600000000002,6.51878694439852,254.054604099077,985.214647020504,"DJF"
2013-01-28 06:00:00,4.6,3.05555555555556,230,972.6,3.30600000000002,7.16339400755146,270,983.621575576793,"DJF"
2013-01-28 09:00:00,2.3,7.22222222222222,270,974.4,2.30600000000002,6.00668848143739,296.565051177078,983.734647020504,"DJF"
